name,description,category,type,height,weight
lillipup,"Though they are adorable, lively and gentle, they are still smart enough to have the choice to decide whether they should leave their trainers and how to battle or socialize. They are known for their bravery, loyalty, intelligence, and adorableness.  
These Pokémon will fearlessly stand their ground when confronted. However, they quickly assess situations to determine risk and are smart enough to back down from foes that are too strong for them to tackle with. They are thought to be smarter than young children, with great memories; they remember the faces of both those who aid or abuse them. 
Lillipup are very loyal and are quick to defend their trainers and allies. Though their senses of smell are above average, they rely more so on their fur to learn about their environments. Lillipup also do not bark frequently and are rather obedient, making them well suited to trainers living in small apartments.
",Puppy Pokémon,normal,1′04″,9
herdier,"Herdier have a docile temperament in general. Although they're not talented at battling, they observe and analyses their opponents calmly before giving them an unexpected attack. Also, they detest evilness and care for their trainers deeply, and they know how to teach their teammates effectively, so they're good choices to be mentors of young Pokémon.They are extremely loyal Pokémon, perhaps even to a fault; Herdier will always obey their trainers’ commands, even if doing so would put them in danger. They are very wary of strangers, however.
On farms, they help herd and defend livestock, while in cities, they are often kept as pets and hailed for their loyalty.
",Loyal Dog Pokémon,normal,2′11″,32.4
stoutland,"Stoutland has been known to rescue stranded humans on snowy mountains. Its thick fur acts as a natural insulator that keeps out the cold; Stoutland doesn't tolerate tropical climates very well since the intense heat makes it much sluggish and uncomfortable. 
Because of its trustworthy and loyal disposition, Stoutland is often used for rescue teams. Even after being caught in the wild, Stoutland will immediately warm up to its human companion within three days. Social standing is determined by the length of a Stoutland's mustache.
",Big-Hearted Pokémon,normal,3′11″,134.5
purrloin,"Purrloin is extremely smart, crafty, and mischievous. It puts on a cute act in order to steal items from people just to see the shocked looks on their faces. When threatened, it will attack with its sharp retractable claws. Sometimes, it tries to show an obscure appearance so as to get the love it wants from its trainer.Many believe Purrloin only steal for fun; unlike Pokémon like Meowth or Murkrow, Purrloin do not hoard what they thieve, and instead toss them away once sufficiently far from their owners.These Pokémon have a rivalry with Nickit in regions where both are found.
",Devious Pokémon,dark,1′04″,22.3
liepard,"Liepard are nocturnal Pokémon. They are excellent hunters, stalking their prey silently at night, and swiftly striking from behind before their victims have a chance to react. They are naturally sly and cunning. They are also very mysterious, seeming to vanish and appear unexpectedly. For example, they use their charm to cheat the opponents in order to heist their belongings. As trainers' rare Pokémon, Liepard love boasting their talents by stunting their trainers. 
In Galar, they compete with Thievul over territories.
",Cruel Pokémon,dark,3′07″,82.7
pansage,"Pansage dwell deep in forests and thick woodlands, especially those in warmer areas. They are friendly Pokémon that often approach strangers; many of them sometimes congregate around travelers. They spend much of their time up in the treetops, though they will wander around the forest floor in search of their favorite food—Berries. Pansage are skilled in locating Berries and are very knowledgeable about their various effects. They are known to share Berries with injured Pokémon and humans, curing ailments like poisoning, paralysis, and burns with the different Berries they have foraged. they will also lead hungry travelers to Berry bushes and thickets where they can find food. The leaves in the small tufts on their heads contain a potent combination of various aromatic compounds that is highly effective at relieving stress and weariness. Pansage may offer one of their leaves to tired travelers after showing them Berry bushes, revitalizing them and allowing them to continue their journeys with renewed vigor.
",Grass Monkey Pokémon,grass,2′00″,23.1
simisage,"Unlike its calmer and mild-mannered pre-evolution, Pansage, Simisage is a wild and savage Pokémon. It is ill-tempered and fights by wildly swinging its thorny tail. 
",Thorn Monkey Pokémon,grass,3′07″,67.2
pansear,"Pansear do not only restrict themselves to active or dormant volcanoes; they can also be found on or near the calderas of extinct ones as well, despite their lack of magma. This ability makes extinct volcanoes ""hot spots"", so to speak, for Pansear colonies; as other species of Pokémon emigrate to new volcanoes once their current ones die out, Pansear in these areas can take over the abandoned territories and repopulate them. Pansear internally combust their food (mostly Berries) to provide themselves with energy. They are highly intelligent, capable of solving logic puzzles as fast as an average child. They mainly store heat in the tufts of fur on their heads, which can reach temperatures of up to 600&#160;°F (300&#160;°C). They often cook gathered Berries before consuming them, and are known to skewer them on twigs and roast them over their heads as they search for more food.
",High Temp Pokémon,fire,2′00″,24.3
simisear,"Simisear is a very hot-tempered Pokémon that is easily angered. It also loves to eat sweets because the sugars fuel the fire blazing inside its belly and helps to provide the Pokémon with sufficient energy for battle. When it becomes distraught, embers rise from its head and tail, which rapidly increase in temperature.
In addition, Simisear are very enthusiastic Pokémon. They will often approach foreigners entering their territories, holding out handfuls of Berries as peace offerings.In artificial settings, Simisear have been shown to be intelligent enough to grow and harvest their own Berries if provided with the necessary tools and instructions. However, they appear to only be willing to farm their own food if no other options are available; they will let their crops wither as soon as a more available food source appears.
",Ember Pokémon,fire,3′03″,61.7
panpour,"Despite being adept swimmers, they spend most of their time on land foraging for Berries. Panpour can store water in the tufts of fur on their heads, allowing them to travel long distances while staying hydrated.&#160; Flexible, hose-like structures run down their backs and through their tails, enabling them to shoot water out of their tails at varying pressures to defend themselves from enemies. In addition to storing water, these tufts also infuse the water they store with nutrients and minerals Panpour obtain from their food. This makes Panpour water very nutritious, particularly for plants. Though Panpour cannot plant their own sources of food (as they seem unable to make the connection between seeds and plants), they are smart enough to learn how to water plants in order to encourage their growth. Plants watered by Panpour grow exceptionally large thanks to the fortified water Panpour spray. In hot weather, Panpour may spray themselves in order to cool down.
",Spray Pokémon,water,2′00″,29.8
simipour,empty,Geyser Pokémon,water,3′03″,63.9
munna,"Munna feed on the dreams of people and Pokémon alike. They rest in abandoned buildings during the day, cloaking themselves in soporific Dream Mist as protection. At night, they wander about houses in search of sleeping individuals, siphoning their dreams into the holes on their snouts. Their floral patterns light up as they feed. This process is entirely harmless, though these individuals will wake up unable to remember exactly what they dreamed of.
Once Munna consume what they can of the dreams, they then process the remaining substance into Dream Mist, a sleep-inducing fog that they use to protect themselves from predators. If the dreams they consumed were pleasant, then the Dream Mist will be bright pink in color and dissipate fairly quickly once released. Munna that siphon nightmares, however, will expel thick, grayish-purple or black mist and will likely become ill. Munna will aid those suffering from bad dreams by shrouding them in Dream Mist; inhalation of the mist will replace bad dreams with whatever dreams the Munna had consumed before.
Mostly docile, domesticated Munna usually obey their trainers without any hesitation during battles.
",Dream Eater Pokémon,psychic,2′00″,51.4
musharna,"Musharna sleep through the day, only becoming active in the moonlight. Even then, they seem to float in states of half-consciousness, with their eyes remaining closed as they wander about. They very much dislike being disturbed from their slumbers. Like Munna, Musharna consume the dreams of people and Pokémon through the holes on their forehead. However, their Dream Mist is far more powerful and concentrated than that of Munna. Gazing closely at their Dream Mist will reveal fragments of the dreams the Musharna had consumed. Depending on the dreams eaten, their mists can take a variety colors, though pink is the most common. Dark, sooty Dream Mist is said to be especially dangerous as it makes a person's nightmares to life. When threatened, Musharna can manipulate their Dream Mist to create physical manifestations of the objects, people, and Pokémon within the dreams they had eaten. The figures created are often indistinguishable from real ones.
Being gentle Pokémon, Musharna tend to obey their trainers during battles, but they are also rather timid and are mostly incapable of retaliating against more intimidating and ferocious opponents. They are usually quite oblivious to their surroundings as well, owing to spending most of their time in slumbering. However, their docile temperament has still made them quite adored by many trainers.
",Drowsing Pokémon,psychic,3′07″,133.4
pidove,"Pidove are usually forgetful and unresponsive, but they are also loyal, smart, and love to be with humans. Pidove are not able to understand complex instructions during their training, and may soon forget the instructions the trainer just issued, and will stay in the place waiting for a new command. The impressive thing about Pidove is that they are usually obeying the trainers' instruction, as long as they understand it, and will deftly to complete. Pidove like humans and they often appear in places with a lot of humans to gather together and fly freely, which makes them good partners of humans.
",Tiny Pigeon Pokémon,"normal,flying",1′00″,4.6
tranquill,"Tranquill seem to have very strict requirements and a more serious nature than Pidove, and can rely on their keen intuition and sharp vision to pursue the route, looking for their targets. But Tranquill are also very friendly, so it is not necessary for human to question about their loyalty. Additionally, Tranquill seem to have a spirit of pacifism, which might be a reason why some humans believe that they live in a kingdom full of peace.
",Wild Pigeon Pokémon,"normal,flying",2′00″,33.1
unfezant,"Having an extremely strong self-esteem and arrogance, it hates others to get close to it except its trainer. In addition, it has a great sense of its territory and they will do anything ranging from intimidating to threatening in order to deal with its opponets.
",Proud Pokémon,"normal,flying",3′11″,63.9
blitzle,"Blitzle can be found in small herds of roughly two dozen members on dry plains and savannas. They are especially common during thunderstorms, when large numbers of them congregate out in the open to absorb discharged electricity. The tips of the manes on their heads act as lightning rods, directing lightning to themselves and storing it for later use. Blitzle flash their manes with varying frequencies, rhythms, and intensities to communicate with others. When threatened, they can discharge large amounts of electricity at once in bright flashes of light, giving them time to dash away while foes are blinded. Blitzle have no way of generating their own electricity, however, so they rely largely on the weather to charge up. Because of this, Blitzle rarely use their electricity for anything other than communication unless the situation is absolutely dire. Scientists believe that their black bodies and white stripes help them avoid predators—when many Blitzle stand in a group, it becomes difficult to distinguish one from another due to their blending patterns.
",Electrified Pokémon,electric,2′07″,65.7
zebstrika,"Zebstrika is a wild, ill-tempered Pokémon that is easily angered. When enraged, it blasts powerful bolts of lightning from its mane and runs wild. Like Blitzle, they can be found in herds averaging about 20 or so members. Once a single Zebstrika in a herd charges, the rest of the herd charges as well, leading to a stampede within a matter of seconds. like their pre-evolutions, they communicate by flashing their manes in a variety of patterns, though their stripes can now light up and flash as well. They often attack with little regard for their own safety.
",Thunderbolt Pokémon,electric,5′03″,175.3
roggenrola,"Being compressed underground, Roggenrola's body is as hard as steel. Because its ear is placed in front of it, Roggenrola always wander in the path of the sound that is coming in front of it. However, it has a tendency to panic and topple over if any sound it hears ceases. 
Many of years ago, Roggenrola was discovered during a massive earthquake. It often competes with Geodude and Carbink in a test of body endurance, seeing which species has the sturdiest body. 
Roggenrola's body is as hard as steel and will lose its firmness if exposed to water for a while. If it detects sound, Roggenrola will move. Its inner core gives off heat and is warm enough to be touched.  
",Mantle Pokémon,rock,1′04″,39.7
boldore,"Boldore is always searching for sources of water deep underground. However, because of its dislike of water, Boldore always takes small sips to avoid getting soaked. It moves swiftly from both sides while facing in the same direction. The orange crystals that stick outwards signifies that a Boldore is in perfect health. In addition, the crystals themselves contain so much energy that a single fragment has enough fuel to power up a hundred dump trucks. 
Boldore is able to release powerful bursts of energy from the crystals on its back whenever the crystals themselves start to glow. It uses sound waves to detect its surroundings.  
",Ore Pokémon,rock,2′11″,224.9
gigalith,"Gigalith usually inhabit underground areas. It is able to absorb and contain solar rays within its energy core. The energy stored within Gigalith is released as a strong energy blast. The blast of energy is extremely powerful, which often results in deep gashes forming all over Gigalith's body.
Although it is able to use this ability to obliterate an entire mountain, Gigalith is unable to do so in rainy weather or during the night. The sun beams Gigalith releases from its mouth has enough power to launch a dump truck. 
Because of its immense strength and sturdy body, Gigalith is popular among construction workers.
In the Galar Region, Gigalith is often seen inside mines and on construction sites working alongside with humans and Copperajah. 
As seen in the anime, Gigalith is known to consume rocks as part of its natural diet in the wild.&#160;
",Compressed Pokémon,rock,5′07″,573.2
woobat,"Woobat roost by attaching their noses to the walls of caves, using their nostrils as suction cups. When they fly away, they leave behind distinctive heart-shaped marks on walls. Some people believe that having a Woobat land on one's body and leave a mark on the skin is a sign of good fortune, especially for one's romantic life. Woobat are friendly Pokémon, and curious ones as well. Many of them can be seen flitting around spelunkers that enter their caverns, probing the travelers with their sound waves and noses. During mating season, Woobat engage in complex mating rituals that involve “kissing” noses with each other and flying around in a variety of intricate, interlocking aerial patterns.
",Bat Pokémon,"psychic,flying",1′04″,4.6
swoobat,"Most of the time, these Pokémon use their waves to navigate; however, when threatened, they can instead produce frequencies capable of pulverizing stone and concrete. Releasing such strong sound pulses tires them out quickly, however, rendering them temporarily unable to fly. By shaking their tails vigorously, they can further increase the power of their waves. Despite their destructive potential, however, Swoobat rarely ever need to resort to using such attacks. They are very friendly Pokémon that are almost always found in pairs. Recently, researchers have discovered that the ultrasonic waves emitted by idle male Swoobat while courting (which they are almost always in the process of doing) have a positive effect on the moods of both people and Pokémon.
",Courting Pokémon,"psychic,flying",2′11″,23.1
drilbur,"Drilbur can be found in areas with temperate climates and solid, dry ground. They spend most of their time in underground caves and tunnels, primarily surfacing to supplement their diets with fruits and plant matter (they usually consume insects and other small invertebrates found in the dirt). Despite being mostly solitary, Drilbur tend to be very friendly towards other Pokémon and humans. They sometimes develop mutualistic relationships with people in suburban and rural areas, plowing backyard gardens and orchards in exchange for fruits and Berries. However, unruly Drilbur can easily damage entire fields of crops by tearing carelessly through plant roots, so trained individuals are heavily preferred for agricultural purposes. Drilbur build their nests underground, constructing many tunnels passing through them for travel and ventilation. They leaves distinctive mounds of dirt on the surface directly above their nests to help them find their way back home.
",Mole Pokémon,ground,1′00″,18.7
excadrill,"Excadrill are rather territorial Pokémon, attacking intruders that enter their tunnels on sight. Known as ""Drill Kings,"" they dwell deeper in the earth than Drilbur and constructs longer, more complex networks of tunnels as well. Individuals have been found living more than 300 feet (91 meters) below the earth's surface.
Excadrill intentionally construct maze-like tunnel networks that only they can navigate. Prey that stumble into their tunnels become lost in the labyrinths, allowing Excadrill to easily capture and drag them back to their nest in the hearts of these mazes. The burrowing of these Pokémon is beneficial for crop growth, as they till soil far more efficiently than most human processes. 
",Subterrene Pokémon,"ground,steel",2′04″,89.1
audino,"By touching the feelers on their ears to objects, these Pokémon can pick up even the smallest sound waves; because of this, Audino are common sights in hospitals and Pokémon Centers, where they are trained to use their feelers as stethoscopes to detect irregularities in the heartbeats of patients. Their hearing is so advanced that they can also use their feelers to assess other aspects of an individual's health, including blood pressure, breathing, and digestion. Some Pokémon breeders and daycare centers also employ Audino to assess Pokémon eggs and determine when they will most likely hatch. Even without using their feelers, their hearing is still superb, being as sensitive as many artificial radars. 
Audino are rarely seen in the wild, as they are shy Pokémon that retreat and hide when they hear someone approaching—considering their extraordinary aural abilities, this means that they almost always are hiding from potential enemies. However, they are kind and gentle enough to work with nurses in Pokémon Centers.
",Hearing Pokémon,normal,3′07″,68.3
timburr,"Timburr are common sights in towns and cities, often seen working on construction sites alongside human builders. In the wild, Timburr are usually found in forests and wooded mountains. They use their strength to break down trees into more manageable planks and logs, which they in turn use to construct temporary shelters. Timburr are constantly looking for ways to improve the strength and stability of their homes. Every morning, they tear down the homes they built the day before to salvage materials for constructing new shelters, experimenting with different techniques and designs. This often leads to the creation of very strange-looking shelters, some of which are stable and some of which are not. It is said that these Pokémon enjoy building so much that they throw tantrums when unexpected rain halts their projects for the day. When Timburr are capable of lifting whole logs three times their size without having to splinter them into smaller pieces, they are close to evolution. Wild Timburr are known to visit human cities to examine the architecture of urban buildings; they will later attempt to imitate the designs they see in their own structures.
",Muscular Pokémon,fighting,2′00″,27.6
gurdurr,"Gurdurr uses its steel girder to train its muscles, which it shows off to its comrades, though if it fails to impress them, it keeps a low profile. It also prefers to destroy than build; it is said to excel at demolition and be terrible at construction. Groups of Gurdurr and Machoke can sometimes be seen comparing their muscles with each other; ""losers"" will drop out of future comparisons in favor of additional training.
",Muscular Pokémon,fighting,3′11″,88.2
conkeldurr,"It is believed that Conkeldurr learned how to make concrete long ago in order to construct stronger structures, and taught the skill to humans about 2,000 years ago. Even today, an average Conkeldurr can mix a stronger concrete from natural materials than modern commercial brands. Their upper bodies are so massive that they have trouble staying upright, relying on their concrete pillars to stand up. Despite this, Conkeldurr are incredibly powerful and sturdy. In addition to their strength, they are also very knowledgeable in the fields of building and architecture. These Pokémon are employed at construction sites not to build, but rather to supervise and assess the stability and integrity of structures. In combat, instead of relying on brute force to overpower opponents, Conkeldurr spin their pillars at high speeds and smash them into opponents; the centrifugal force of the pillars enables them to strike with immense power. Conkeldurr can also swing their pillars about freely to attack, though doing so may occasionally cause them to lose balance. In dire situations, they will throw their pillars aside to pummel their foes with their fists, though they have great difficulty remaining upright while doing so.
",Muscular Pokémon,fighting,4′07″,191.8
tympole,"Tympole live in large groups known as “circles.” The growths on either side of their heads can vibrate quickly in order to produce ultrasonic waves. These waves, though imperceptible to humans, are how Tympole communicate with one another. When threatened, a Tympole will emit a distinctive pattern and frequency of sound that only other Tympole can hear; once the rest of the circle hears the warning, they will all begin to produce the same sound. The circle will then, as a group, adjust the frequency of the sound waves they are emitting until they become audible at an earsplitting pitch to attackers. In battle, this tactic manifests as the move Round. Curiously if a single Tympole is isolated and put under stress, it will emit an initial warning sound as usual, but will not attempt to stun the opponent with a subsequent deafening pitch, instead only holding the first note. This seems to indicate that Tympole will not attack until their warning calls are “confirmed” by allies, which occurs when other Tympole replicate the starting pitch. Resonating ripples on the surface of a pond are a sure sign of a Tympole circle singing below.
",Tadpole Pokémon,water,1′08″,9.9
palpitoad,"Palpitoad live in groups of anywhere from six to twelve members. They cannot stray far from the water's edge, however, as they must keep their skin moist in order to breathe properly (as they essentially breathes through their thin skin). Because they lack arms, Palpitoad rely primarily on their tails for balance. They use their long, sticky tongues to catch flying insects in midair.By vibrating the bumps around their bodies, they can create small tremors on land or ripples in water; this helps scare out prey for them to catch. In the evening during mating season, groups of Palpitoad are often found perched on rocks near the shore. They can be heard executing complex rhythms as a part of their mating rituals by vibrating their circular growths in various patterns. At the end of these songs, the individuals that created the most beautiful rhythms are the most likely to be chosen as mates. Palpitoad with larger bumps can produce a greater range of pitches, thus giving them an advantage in song composition. A few trained Palpitoad have even been able to compose songs aimed to please human listeners.
",Vibration Pokémon,"water,ground",2′07″,37.5
seismitoad,"In terms of ecological niches, however, they fulfill a very similar role to the Poliwag family (though they tend to inhabit muddier, oxygen-poor environments). They are notable for the numerous vibrating organs they have within their bumps, which they use to both communicate and defend themselves. Seismitoad are also infamous for the hallucinogenic toxin they secrete from their skin; while ingestion of Seismitoad toxin was not unheard of prior to the 1960s, it was not until a sensationalist article in a Kalos magazine was published that it became more commonplace (and illegal).Seismitoad are aloof Pokémon. They do not react much to the presence of humans. They almost always fight when they sense danger
",Vibration Pokémon,"water,ground",4′11″,136.7
throh,empty,Judo Pokémon,fighting,4′03″,122.4
sawk,"Sawk is a very stern and secluded Pokémon that is takes his martial arts training very seriously. He will become angered if disturbed in the midst of his training. They tend to seclude themselves in mountains and train without even stopping to rest.
",Karate Pokémon,fighting,4′07″,112.4
sewaddle,"Sewaddle makes itself leafy clothes using chewed-up leaves and a thread-like substance it produces from its mouth, though Leavanny tends to make its first set after hatching. By folding it over its face, its leafy hood is used to help hide it from enemies, whether awake or asleep. It has been shown to eat berries, but when food is scarce it will eat its leafy clothing as an alternative.
",Sewing Pokémon,"bug,grass",1′00″,5.5
swadloon,"On its back are the veins of the leaf as well as a bit at the bottom tip of the cloak resembling a rounded tail. Swadloon lives on the forest floor and converts fallen leaves into nourishment, which helps the surrounding plant life grow.
",Leaf-Wrapped Pokémon,"bug,grass",1′08″,16.1
leavanny,"Leavanny is a very kind, motherly, nurturing Pokémon. It will weave leafy clothing for small Pokémon, including its young, Sewaddle. 
",Nurturing Pokémon,"bug,grass",3′11″,45.2
venipede,"Venipede is a very aggressive Pokémon that will use its venom to paralyze its predators. A voracious predator, Venipede will consume whatever prey it can swallow whole without knowing the outcome. It is said to be a close relative of Skorupi and Sizzlipede; however, once Venipede crosses paths with a Sizzlipede, a huge fight will ensue.  
",Centipede Pokémon,"bug,poison",1′04″,11.7
whirlipede,empty,Curlipede Pokémon,"bug,poison",3′11″,129
scolipede,"Scolipede is an extremely aggressive and dangerous predatory Pokémon. It will chase and attack its prey relentlessly, using the stinging spines on its neck to poison its victim until it is paralyzed. It will then finish off its prey with a powerful and fatal poison. 
Scolipede will also grab ahold of its prey via neck claws before slamming its victim onto the ground to deliver a lethal dose of poison from its claws. It often engage fights with Centiskorch over territory, with the battle resulting in the loser becoming food for the winner.  
",Megapede Pokémon,"bug,poison",8′02″,442
cottonee,"Cottonee travel very closely in the wind during their mating period, making them appear like a cloud. They are usually very friendly, and people often see them helping each other. However, when attacked, they will shoot cotton from their bodies to serve as a decoy. When it is raining, they will hide underneath trees so their cotton doesn't get wet and weigh them down. People use their cotton to make pillows and furniture, among other things, so they are prized by many luxury brands.
",Cotton Puff Pokémon,"grass,fairy",1′00″,1.3
whimsicott,"Whimsicott is a notorious trickster and a very mischievous Pokémon. It will sneak into houses by slipping through the smallest gaps, and will cause mischief by moving furniture and leaving balls of cotton behind. Despite their fondness for trickery, however, Whimsicott rarely ever mean to intentionally cause harm; in fact, they will actively intervene in their own pranks if they believe that someone will be hurt. 
Whimsicott will constantly grow more cotton as long as they remain exposed to sunlight, and thus must groom themselves regularly by pruning off the excess and scattering it to the wind.
",Windveiled Pokémon,"grass,fairy",2′04″,14.6
petilil,"Petilil favor places with clean soil and water, hence they live in places with nutritious and fertile soil. They have mass migrations whenever their surrounding environment degrades. They love their leaves being pruned regularly and can grow into a fine plump shape. The deeper their leaves, the healthier they are.
Petilil will store extra sugars when in good weather so they won’t go hungry in the event that they shed their leaves to escape from predators. Due to having a timid disposition, Petilil almost always flee at the first sign of danger, and as such rarely pose a threat to humans.
",Bulb Pokémon,grass,1′08″,14.6
lilligant,"Lilligant are popular among celebrities. Nonetheless, it's hard to let the flowers on their heads bloom, because if they get a lack of attention or care, the flower will wither. This shows that Lilligant are extremely delicate Pokémon that require lots of pampering.
However, sometimes even after their trainers have paid all their effort, when a Lilligant finds a beloved mate, the flower withers.
Lilligant mainly live in forests (such as Pinwheel Forest) of Unova and meadows of Alola. Some dwell in the Isle of Armor.  
",Flowering Pokémon,grass,3′07″,35.9
basculin,"Basculin are aggressive, violent Pokémon. Blue and Red Basculin do not get along and often fight. However, on rare occasions, members of one school might mingle with the other's school. Schools of Basculin are almost always made up of individuals of the same form (with a few, rare exceptions), and will viciously attack schools of the other color with their strong jaws. Consequently, most bodies of water where Basculin dwell will have an overwhelming majority of one form, with most individuals of the opposite color having been killed off. They are also generally hostile to other species, albeit not to the same degree as to rival Basculin (and even-more hostile Carvanha). Still, they usually are aggressive enough to drive off all Pokémon other than Corphish and Crawdaunt. Basculin appear to differentiate threats from allies by color; red Basculin will attack anything blue, while blue ones will attack anything red.
White-Striped Basculin have a more calm and gentle demeanor than their red and blue striped forms, but still retain loyalty to their school. Every year, schools of White-Striped Basculin undergo arduous journeys upstream to return to their birthplaces. These journeys involve countless waterfalls and rapids, and many don't survive the voyage. Those that do manage to reach their destinations evolve into Basculegion and mate with females, giving birth to the next generation of White-Striped Basculin. Due to their calmer nature, many people believe them to be a different species altogether. 
In the present, White-Striped Basculin and its evolved form Basculegion can be found in Kitakami.
Bombirdier and Dondozo are their natural predators.
",Hostile Pokémon,water,3′03″,39.7
sandile,"Sandile dwell in arid and sandy deserts. They spend most of their time submerged in the sand, leaving only their nostrils and eyes above the surface. They use their powerful legs and lower bodies to ""swim"" within the dunes. Because Sandile are cold-blooded, they rely on the outside environment to regulate their body temperatures.
During the sweltering heat of the daytime, staying buried in the sand keeps them cool, and also to hide themselves from their prey that they intend to ambush. At night, however, when temperatures drop drastically, these Pokémon rely on the heat retained in the sand from the daytime to stay warm. Sandile also have dark membranes over their eyes; not only do they protect them from blowing sand, but they also shield their eyes from the intense light of the desert sun, absorbing its ultraviolet rays. Though Sandile are predators, desert scarcity and their small stature often leaves them with little choice but scavenging. They are ubiquitous in this role and are sometimes known as the ""cleaners of the desert.""
Sandile are known to be inquisitive towards human travelers, often walking beneath them or tearing holes in their bags to examine their contents. However, they rarely mean any harm, and may even befriend trekkers if they enjoy their presence. Though normally solitary, Sandile seem to instinctively protect others of their kind if they see any of them being threatened. In warm weather, they may occasionally venture out of their desert homes, though this is a rare occurrence.
",Desert Croc Pokémon,"ground,dark",2′04″,33.5
krokorok,"They seek out groups of five to seven members for aid in hunting and protection. These groups are led by females, who delegate hunting to males. They are nocturnal predators, though they are known to wander about during the day as well if they have not eaten for a while. As reptiles, though, they despise the cold, and will bury deep into the desert sand, where the day's heat is retained, on particularly chilly nights instead of hunting.
The black membranes covering their eyes develop a new function upon evolution; not only do they protect them from sandstorms and light though because they are rarely active in the day, this is hardly ever a factor. But they also grant Krokorok with infrared vision. This makes them superb hunters, even in the darkness of desert nights, as they can detect prey by their infrared signatures rather than by sight alone. Using their heat-sensitive eyes to locate unwary victims, packs can easily surround and corner their prey before their targets even notice. They will bury extra food in the sand as an emergency cache in case they fail to hunt down a meal in the future.
Because their masks vaguely resemble those of criminals, Krokorok are often portrayed as malicious in popular culture. In reality, though, Krokorok are not particularly sinister Pokémon despite how they are often depicted.
",Desert Croc Pokémon,"ground,dark",3′03″,73.6
krookodile,"Krookodile is known as the Bully of the Sands. While aggressive by nature, Krookodile is patient enough to bury itself underneath the sand and wait for prey to pass by. Its jaws boasts immense strength and can rip through a large car and heavy iron plates. Once Krookodile latches onto its prey with a jaw lock, it will not let go. Krookodile always cooperate with Flygon during hunts, using Flygon's sand storm as cover to ambush prey. Its eyes can be used as binoculars; Krookodile uses this ability to detect objects and potential prey from afar. 
",Intimidation Pokémon,"ground,dark",4′11″,212.3
darumaka,"Darumaka have an internal fire inside their bodies. When this fire is hot, one becomes hyper, but will fall asleep when the fire itself gets low. When sleeping, they retract their limbs into their bodies, and slightly sway. While they are sleeping, they cannot be tipped over no matter how much they get pushed or pulled, like a tumbler doll, which they resemble in this slumbering state. They are also known to have very warm droppings, which ancient people put in their clothes to keep themselves warm. They normally dwell in deserts. During the day, these Pokémon are extremely hyperactive; the fires burning within their bodies keep them constantly running about. Upon awakening, the creatures appeared dazed for a while, but were otherwise completely healthy. Darumaka subsist on insects, arachnids, and whatever plants they can find in the harsh desert. Darumaka add small mammals onto this list.
",Zen Charm Pokémon,fire,2′00″,82.7
darmanitan,"Darmanitan is a mostly belligerent creature that is capable of generating an internal flame inside its body that burns at 2,500 degrees Fahrenheit, allowing it to demolish a single dump truck in a single punch. However, once weakened, Darmanitan will enter its Zen Mode that allows it to sharpen its mental focus to combat opponents with psychokinesis. 
Just after the storms end, they may even play with young children and engage in lighthearted snowball fights. 
In the Galar region during snowstorms, Darmanitan often goes to human homes and stash food inside the snowball on its head and carry them to barren homes. Unlike its Unovan counterpart, Galarian Darmanitan has a timid and friendly demeanor, even disguising itself as an ordinary snowman if any humans are nearby. When it reaches its Zen Mode, Galarian Darmanitan becomes more aggressive and wild after its flame sac has been reignited. It will continue to go on a rampage, spewing flames everywhere even when it is on the brink of melting.
",Blazing Pokémon,fire,4′03″,204.8
maractus,"Maractus usually shake themselves to fend themselves by startling bird Pokémon through their rhythmic dances and body movements, as well as producing a sound similar to a maracas. They scatter their seeds once in a year.
Maractus are commonly found in groups of anywhere from a dozen to two dozen in dry, sandy regions; their most common sightings are in dry and arid areas, such as deserts. They can survive on remarkably little water for Grass-type Pokémon, letting them to tolerate the aridity of barren deserts. Though they are capable of moving, Maractus remain rooted in place for the majority of the day in order to conserve as much energy as possible. When it rains, Maractus will gorge themselves on water to last until the next distant rainfall. 
",Cactus Pokémon,grass,3′03″,61.7
dwebble,"Dwebble often look for solid rocks if they do not already own one as a shell. Once they find a suitable rock, they begin to spit corrosive liquid onto them or dig holes in them to make into their shell. This habit sometimes leads to them attacking Roggenrola or Rolycoly, attempting to make them into its shell. If they are unable to find a suitable home, they may take refuge inside of the ports on Hippowdon where they help dislodge stuck rocks.
",Rock Inn Pokémon,"bug,rock",1′00″,32
crustle,"Crustle are able to survive for long periods of time without water, which is often scarce in their arid habitats. In fact, they dislike direct contact with the substance, retreating beneath their shells during even light rains. To fashion their shells, Crustle will carve blocks of dirt and stone from the solid earth directly beneath their feet. They are highly territorial and will compete with nearby Crustle for control of choice swathes of land. When fighting for territory, Crustle will attempt to shatter the shells of their opponents. Competitors with broken shells relinquish all of their land; they also become timid and weak, as they are unable to defend themselves until they can build new shells. Because Crustle carve their shells from the ground within their domains, Crustle from different areas will often sport rocks with differently-colored strata. Crustle appear to be able to distinguish foreign and native visitors from each other based on these alternately-colored layers. Though they dislike confrontation, their claws are strong enough to crack a Rhyperior's carapace, and they will wield them fiercely if they feel their shells are threatened.
",Stone Home Pokémon,"bug,rock",4′07″,440.9
