name,description,category,type,height,weight,url,documents
sinistcha,"It prefers cool, dark places, such as the back of a shelf or the space beneath a homes floorboards. It wanders in search of prey after sunset. It pretends to be tea, trying to fool people into drinking it so it can drain their life-force. Its ruse is generally unsuccessful.",unknown category,unknown type,unknown height,0.0,https://pokeapi.co/api/v2/pokemon-species/1013/,"It prefers cool, dark places, such as the back of a shelf or the space beneath a homes floorboards. It wanders in search of prey after sunset. It pretends to be tea, trying to fool people into drinking it so it can drain their life-force. Its ruse is generally unsuccessful.It prefers cool, dark places, such as the back of a shelf or the space beneath a home's floorboards. It wanders in search of prey after sunset. It pretends to be tea, trying to fool people into drinking it so it can drain their life-force. Its ruse is generally unsuccessful."
okidogi,"Okidogi, along with Ogerpon, Munkidori, Fezandipiti, and Pecharunt, are based creatures of the Japanese folktale; Momotarō. Okidogi specifically represents the talking dog of the folktale. Okidogi also resembles the Akita Inu, a Japanese dog breed.The similarity is further pronounced with its Shiny form and the association of the Land of Kitakami and the Tōhoku region (Northeast Japan) where Akita Prefecture is located. The chain on its neck resembles a dog leash or scarf.",unknown category,unknown type,unknown height,0.0,https://pokeapi.co/api/v2/pokemon-species/1014/,"Okidogi, along with Ogerpon, Munkidori, Fezandipiti, and Pecharunt, are based creatures of the Japanese folktale; Momotarō. Okidogi specifically represents the talking dog of the folktale. Okidogi also resembles the Akita Inu, a Japanese dog breed.The similarity is further pronounced with its Shiny form and the association of the Land of Kitakami and the Tōhoku region (Northeast Japan) where Akita Prefecture is located. The chain on its neck resembles a dog leash or scarf.Okidogi, along with Ogerpon, Munkidori, Fezandipiti, and Pecharunt, are based creatures of the Japanese folktale; Momotarō. Okidogi specifically represents the talking dog of the folktale. Okidogi also resembles the Akita Inu, a Japanese dog breed.The similarity is further pronounced with its Shiny form and the association of the Land of Kitakami and the Tōhoku region (Northeast Japan) where Akita Prefecture is located. The chain on its neck resembles a dog leash or scarf."
munkidori,"Munkidori is shown to be lazy, rude, and apathetic. It takes the time to bully Ogerpon alongside the other members of the loyal three. Its also said that it likes to toy with its enemies before beating them.",unknown category,unknown type,unknown height,0.0,https://pokeapi.co/api/v2/pokemon-species/1015/,"Munkidori is shown to be lazy, rude, and apathetic. It takes the time to bully Ogerpon alongside the other members of the loyal three. Its also said that it likes to toy with its enemies before beating them.Munkidori is shown to be lazy, rude, and apathetic. It takes the time to bully Ogerpon alongside the other members of the ""loyal"" three. It's also said that it likes to toy with its enemies before beating them."
fezandipiti,"Fezandipiti is the least aggressive of the loyal three and is prideful and rude. Joining in on bullying Ogerpon and fighting the player if you picked Fuecoco as a starter, it has been shown to be very cowardly, running from the player before fighting in its titanic battle.",unknown category,unknown type,unknown height,0.0,https://pokeapi.co/api/v2/pokemon-species/1016/,"Fezandipiti is the least aggressive of the loyal three and is prideful and rude. Joining in on bullying Ogerpon and fighting the player if you picked Fuecoco as a starter, it has been shown to be very cowardly, running from the player before fighting in its titanic battle.Fezandipiti is the least aggressive of the ""loyal"" three and is prideful and rude. Joining in on bullying Ogerpon and fighting the player if you picked Fuecoco as a starter, it has been shown to be very cowardly, running from the player before fighting in its titanic battle."
ogerpon,"According to the people of Kitakami, the mask it dons is described as fearsome and it referred as the evil ogre that once attacked Kitakami until it was stopped by The Loyal Three, Okidogi, Munkidori and Fezandipiti.However, as revealed by Yukito, Ogerpon originally traveled with another person before it was bullied by Okidogi, Munkidori, Fezandipiti and their leader, Pecharunt. While it defeated them, the majority of Kitakamis inhabitants believed they had sacrificed their lives to protect them from the ogre and began fearing Ogerpon. Due to their bullying, Ogerpon has poor relationships with the four, particularly Pecharunt. In reality, Ogerpon is kindhearted, yet timid.Despite being timid around humans, Ogerpon does enjoy the Festival of Masks, being the one time where it can mingle with humans without fear.",unknown category,unknown type,unknown height,0.0,https://pokeapi.co/api/v2/pokemon-species/1017/,"According to the people of Kitakami, the mask it dons is described as fearsome and it referred as the evil ogre that once attacked Kitakami until it was stopped by The Loyal Three, Okidogi, Munkidori and Fezandipiti.However, as revealed by Yukito, Ogerpon originally traveled with another person before it was bullied by Okidogi, Munkidori, Fezandipiti and their leader, Pecharunt. While it defeated them, the majority of Kitakamis inhabitants believed they had sacrificed their lives to protect them from the ogre and began fearing Ogerpon. Due to their bullying, Ogerpon has poor relationships with the four, particularly Pecharunt. In reality, Ogerpon is kindhearted, yet timid.Despite being timid around humans, Ogerpon does enjoy the Festival of Masks, being the one time where it can mingle with humans without fear.According to the people of Kitakami, the mask it dons is described as fearsome and it referred as the evil ogre that once attacked Kitakami until it was stopped by The Loyal Three, Okidogi, Munkidori and Fezandipiti.However, as revealed by Yukito, Ogerpon originally traveled with another person before it was bullied by Okidogi, Munkidori, Fezandipiti and their leader, Pecharunt. While it defeated them, the majority of Kitakami's inhabitants believed they had sacrificed their lives to protect them from the ogre and began fearing Ogerpon. Due to their bullying, Ogerpon has poor relationships with the four, particularly Pecharunt. In reality, Ogerpon is kindhearted, yet timid.Despite being timid around humans, Ogerpon does enjoy the Festival of Masks, being the one time where it can mingle with humans without fear."
archaludon,"Archaludon is able to use its terminals to generate and absorb electricity; Archaludon uses its stored electrical energy to fire off a powerful blast. In stormy weather, Archaludon can easily gather more electrical energy and fire it off at a faster rate.",unknown category,unknown type,unknown height,0.0,https://pokeapi.co/api/v2/pokemon-species/1018/,"Archaludon is able to use its terminals to generate and absorb electricity; Archaludon uses its stored electrical energy to fire off a powerful blast. In stormy weather, Archaludon can easily gather more electrical energy and fire it off at a faster rate.Archaludon is able to use its terminals to generate and absorb electricity; Archaludon uses its stored electrical energy to fire off a powerful blast. In stormy weather, Archaludon can easily gather more electrical energy and fire it off at a faster rate."
hydrapple,"The center head of Hydrapple is the commander of the Pokémon. The many heads have unstable personalities, but on the occasion, they can decide to attack as one, they can unleash their true power.",unknown category,unknown type,unknown height,0.0,https://pokeapi.co/api/v2/pokemon-species/1019/,"The center head of Hydrapple is the commander of the Pokémon. The many heads have unstable personalities, but on the occasion, they can decide to attack as one, they can unleash their true power.The center head of Hydrapple is the commander of the Pokémon. The many heads have unstable personalities, but on the occasion, they can decide to attack as one, they can unleash their true power."
gouging-fire,"Gouging Fire is massive leonine-ceratopsia hybrid Pokémon with some mastiff qualities. It is covered in brown fur with three green spike lines on both back legs. There is cream belly fur on its chest. It has five grey spikes on its back and a long, light gray cloud of smoke running along its entire back, resembling a tail. Gouging Fire has four gray paws. The two front paws house three small, red claws. The paws are covered with brown pads and two black cuff-like bands on its front legs and the back legs have only one. Its main faceplate is red and shaped like fins or a four-sided star with a golden ceratopsian-shaped skull headpiece. The headpiece has five gold and yellow horns on each side. At the center is two green circles with two smaller red circles inside. A gray plate, resembling a horseshoe mustache, covers its muzzle. It has shorter green fur around its blue eyes.Gouging Fire is noteworthy for the large, spiky crest on its head. There are scant few reports of this creature being sighted, though one short video shows it rampaging and spouting pillars of flame. It resembles an eerie Pokémon once shown once in Occulture, and it was said to be an Entei regenerated from a fossil, though its rumored that Gouging Fire can make magma on the ground erupt by roaring once. Another rumor claims Gouging Fire has a powerful connection to fire. Gouging Fire can superheat its fur to both protect itself and burn any foes that make physical contact with it.",unknown category,unknown type,unknown height,0.0,https://pokeapi.co/api/v2/pokemon-species/1020/,"Gouging Fire is massive leonine-ceratopsia hybrid Pokémon with some mastiff qualities. It is covered in brown fur with three green spike lines on both back legs. There is cream belly fur on its chest. It has five grey spikes on its back and a long, light gray cloud of smoke running along its entire back, resembling a tail. Gouging Fire has four gray paws. The two front paws house three small, red claws. The paws are covered with brown pads and two black cuff-like bands on its front legs and the back legs have only one. Its main faceplate is red and shaped like fins or a four-sided star with a golden ceratopsian-shaped skull headpiece. The headpiece has five gold and yellow horns on each side. At the center is two green circles with two smaller red circles inside. A gray plate, resembling a horseshoe mustache, covers its muzzle. It has shorter green fur around its blue eyes.Gouging Fire is noteworthy for the large, spiky crest on its head. There are scant few reports of this creature being sighted, though one short video shows it rampaging and spouting pillars of flame. It resembles an eerie Pokémon once shown once in Occulture, and it was said to be an Entei regenerated from a fossil, though its rumored that Gouging Fire can make magma on the ground erupt by roaring once. Another rumor claims Gouging Fire has a powerful connection to fire. Gouging Fire can superheat its fur to both protect itself and burn any foes that make physical contact with it.Gouging Fire is massive leonine-ceratopsia hybrid Pokémon with some mastiff qualities. It is covered in brown fur with three green spike lines on both back legs. There is cream belly fur on its chest. It has five grey spikes on its back and a long, light gray cloud of smoke running along its entire back, resembling a tail. Gouging Fire has four gray paws. The two front paws house three small, red claws. The paws are covered with brown pads and two black cuff-like bands on its front legs and the back legs have only one. Its main faceplate is red and shaped like fins or a four-sided star with a golden ceratopsian-shaped skull headpiece. The headpiece has five gold and yellow horns on each side. At the center is two green circles with two smaller red circles inside. A gray plate, resembling a horseshoe mustache, covers its muzzle. It has shorter green fur around its blue eyes.Gouging Fire is noteworthy for the large, spiky crest on its head. There are scant few reports of this creature being sighted, though one short video shows it rampaging and spouting pillars of flame. It resembles an eerie Pokémon once shown once in Occulture, and it was said to be an Entei regenerated from a fossil, though its rumored that Gouging Fire can make magma on the ground erupt by roaring once. Another rumor claims Gouging Fire has a powerful connection to fire. Gouging Fire can superheat its fur to both protect itself and burn any foes that make physical contact with it."
raging-bolt,"Raging Bolt is a quadrupedal, yellow, sauropod-like Pokémon with black stripes and a white underside with red lines surrounding it. Raging Bolts head is connected to a long neck with black stripes and a white bottom with red lines. It has a thin, light blue tail with sharp angles and a spark-shaped spiky ball at the end. It has three blue triangle spikes on the back. Most of its face consists of thick, white fur and shorter red fur around its blue eyes. The top of its head has seven tufts of hair shaped like a crown. Raging Bolts muzzle is a light blue X, the top part is shaped like lightning bolts. Its head has a black faceplate with two black spikes that cover its forehead, nose, and ears. The mouth has muzzle has two long fangs similar to saber-toothed cats. Its large claws converge to form a single point and never retract. The front feet have three red feathers connected to the red lines. The back feet have a red line surrounding the claws and feet. Raging Bolts face is covered by a circle mane across its back that resembles dull purple rain clouds. The mane can extend to form a normal-looking mane.Its said to incinerate everything around it with lightning launched from its fur, and it is rumored that Raging Bolt does this by covering the skies with dark clouds before using its neck to strike down targets with crashing lighting, yet very little is known about this creature. Found in Area Zero, it bears resemblance to a Pokémon that became a hot topic for a short while after a paranormal magazine touted it as Raikous ancestor.",unknown category,unknown type,unknown height,0.0,https://pokeapi.co/api/v2/pokemon-species/1021/,"Raging Bolt is a quadrupedal, yellow, sauropod-like Pokémon with black stripes and a white underside with red lines surrounding it. Raging Bolts head is connected to a long neck with black stripes and a white bottom with red lines. It has a thin, light blue tail with sharp angles and a spark-shaped spiky ball at the end. It has three blue triangle spikes on the back. Most of its face consists of thick, white fur and shorter red fur around its blue eyes. The top of its head has seven tufts of hair shaped like a crown. Raging Bolts muzzle is a light blue X, the top part is shaped like lightning bolts. Its head has a black faceplate with two black spikes that cover its forehead, nose, and ears. The mouth has muzzle has two long fangs similar to saber-toothed cats. Its large claws converge to form a single point and never retract. The front feet have three red feathers connected to the red lines. The back feet have a red line surrounding the claws and feet. Raging Bolts face is covered by a circle mane across its back that resembles dull purple rain clouds. The mane can extend to form a normal-looking mane.Its said to incinerate everything around it with lightning launched from its fur, and it is rumored that Raging Bolt does this by covering the skies with dark clouds before using its neck to strike down targets with crashing lighting, yet very little is known about this creature. Found in Area Zero, it bears resemblance to a Pokémon that became a hot topic for a short while after a paranormal magazine touted it as Raikous ancestor.Raging Bolt is a quadrupedal, yellow, sauropod-like Pokémon with black stripes and a white underside with red lines surrounding it. Raging Bolt's head is connected to a long neck with black stripes and a white bottom with red lines. It has a thin, light blue tail with sharp angles and a spark-shaped spiky ball at the end. It has three blue triangle spikes on the back. Most of its face consists of thick, white fur and shorter red fur around its blue eyes. The top of its head has seven tufts of hair shaped like a crown. Raging Bolt's muzzle is a light blue ""X"", the top part is shaped like lightning bolts. Its head has a black faceplate with two black spikes that cover its forehead, nose, and ears. The mouth has muzzle has two long fangs similar to saber-toothed cats. Its large claws converge to form a single point and never retract. The front feet have three red feathers connected to the red lines. The back feet have a red line surrounding the claws and feet. Raging Bolt's face is covered by a circle mane across its back that resembles dull purple rain clouds. The mane can extend to form a normal-looking mane.It's said to incinerate everything around it with lightning launched from its fur, and it is rumored that Raging Bolt does this by covering the skies with dark clouds before using its neck to strike down targets with crashing lighting, yet very little is known about this creature. Found in Area Zero, it bears resemblance to a Pokémon that became a hot topic for a short while after a paranormal magazine touted it as Raikou's ancestor."
iron-boulder,"Iron Boulder is a spherical, bull-like Pokémon coated in a reflective metal. It has a black, rounded forehead adorned with two brown, axe-like horns that curve forward. The edge of the horns and the top of the head are colored bright orange blaze. The horns can transform into cleaves when attacking. Its face is grey with digital orange eyes and a short, metal snout. On top of its head are several short spikes. Down its back are two black, spine ridges that join just past its shoulders. It has a black circle surrounding its head. There are two orange metal protrusions on its shoulders. The orange blaze bands around its legs are the same color as its horns and forehead. It has grey metal hooves underneath these bands. Its striped underside is also beige. The grey parts of its body have several dark grey lines connecting to different parts. It has a short, stubby metal tail.Iron Boulder is noteworthy for its metallic body. Iron Boulder stores laser energy within its sharp horns and was said to have once been an ordinary Terrakion modified by a villainous organization. Iron Boulder uses the charged energy within its axe horns to plow through anything within Iron Boulders path. The laser energy comes from the light it gathers and stores within its head. The name Iron Boulder originated from the mysterious object recorded in Violet Book as it was first discovered in Area Zero.",unknown category,unknown type,unknown height,0.0,https://pokeapi.co/api/v2/pokemon-species/1022/,"Iron Boulder is a spherical, bull-like Pokémon coated in a reflective metal. It has a black, rounded forehead adorned with two brown, axe-like horns that curve forward. The edge of the horns and the top of the head are colored bright orange blaze. The horns can transform into cleaves when attacking. Its face is grey with digital orange eyes and a short, metal snout. On top of its head are several short spikes. Down its back are two black, spine ridges that join just past its shoulders. It has a black circle surrounding its head. There are two orange metal protrusions on its shoulders. The orange blaze bands around its legs are the same color as its horns and forehead. It has grey metal hooves underneath these bands. Its striped underside is also beige. The grey parts of its body have several dark grey lines connecting to different parts. It has a short, stubby metal tail.Iron Boulder is noteworthy for its metallic body. Iron Boulder stores laser energy within its sharp horns and was said to have once been an ordinary Terrakion modified by a villainous organization. Iron Boulder uses the charged energy within its axe horns to plow through anything within Iron Boulders path. The laser energy comes from the light it gathers and stores within its head. The name Iron Boulder originated from the mysterious object recorded in Violet Book as it was first discovered in Area Zero.Iron Boulder is a spherical, bull-like Pokémon coated in a reflective metal. It has a black, rounded forehead adorned with two brown, axe-like horns that curve forward. The edge of the horns and the top of the head are colored bright orange blaze. The horns can transform into cleaves when attacking. Its face is grey with digital orange eyes and a short, metal snout. On top of its head are several short spikes. Down its back are two black, spine ridges that join just past its shoulders. It has a black circle surrounding its head. There are two orange metal protrusions on its shoulders. The orange blaze bands around its legs are the same color as its horns and forehead. It has grey metal hooves underneath these bands. Its striped underside is also beige. The grey parts of its body have several dark grey lines connecting to different parts. It has a short, stubby metal tail.Iron Boulder is noteworthy for its metallic body. Iron Boulder stores laser energy within its sharp horns and was said to have once been an ordinary Terrakion modified by a villainous organization. Iron Boulder uses the charged energy within its axe horns to plow through anything within Iron Boulder's path. The laser energy comes from the light it gathers and stores within its head. The name Iron Boulder originated from the mysterious object recorded in Violet Book as it was first discovered in Area Zero."
iron-crown,"Iron Crown is an armored turquoise Pokémon resembling a robotic goat. The eyes are bright digital blue. The top of its luminous head has two yellow metal horns similar in shape to drills, with luminous patches that extends form upper half of horn. The horns can create two long bright blue blades that can extend before bending at end. The metal snout is gray, and there is a luminous blaze running from its nose to the back of its head. The back of head has an headpiece with circle connected by two rectangle pieces. On its long neck and hind legs, there are small luminous spots. It has several other luminous patches on its body, emitting a faint blue aura. Iron Crowns face, parts of its neck, and underside are grey. The grey parts of its body has several dark grey lines connecting to different parts. On its shoulder blades are yellow metal protrusions that resemble fins. Iron Crowns legs are connected by four legs armor parts. The lower legs have a luminous v-shape brand connecting to light armor and metal hooves.Discovered in Area Zero, it is unknown what kind of Pokémon Iron Crown actually is. It resembles a mysterious object introduced in Occulture as a cutting-edge weapon shaped like a Cobalion. There was supposedly an incident in which it launched shining blades from its distinctive horns to mow down everything around it to pieces, though little else is known about it.",unknown category,unknown type,unknown height,0.0,https://pokeapi.co/api/v2/pokemon-species/1023/,"Iron Crown is an armored turquoise Pokémon resembling a robotic goat. The eyes are bright digital blue. The top of its luminous head has two yellow metal horns similar in shape to drills, with luminous patches that extends form upper half of horn. The horns can create two long bright blue blades that can extend before bending at end. The metal snout is gray, and there is a luminous blaze running from its nose to the back of its head. The back of head has an headpiece with circle connected by two rectangle pieces. On its long neck and hind legs, there are small luminous spots. It has several other luminous patches on its body, emitting a faint blue aura. Iron Crowns face, parts of its neck, and underside are grey. The grey parts of its body has several dark grey lines connecting to different parts. On its shoulder blades are yellow metal protrusions that resemble fins. Iron Crowns legs are connected by four legs armor parts. The lower legs have a luminous v-shape brand connecting to light armor and metal hooves.Discovered in Area Zero, it is unknown what kind of Pokémon Iron Crown actually is. It resembles a mysterious object introduced in Occulture as a cutting-edge weapon shaped like a Cobalion. There was supposedly an incident in which it launched shining blades from its distinctive horns to mow down everything around it to pieces, though little else is known about it.Iron Crown is an armored turquoise Pokémon resembling a robotic goat. The eyes are bright digital blue. The top of its luminous head has two yellow metal horns similar in shape to drills, with luminous patches that extends form upper half of horn. The horns can create two long bright blue blades that can extend before bending at end. The metal snout is gray, and there is a luminous blaze running from its nose to the back of its head. The back of head has an headpiece with circle connected by two rectangle pieces. On its long neck and hind legs, there are small luminous spots. It has several other luminous patches on its body, emitting a faint blue aura. Iron Crown's face, parts of its neck, and underside are grey. The grey parts of its body has several dark grey lines connecting to different parts. On its shoulder blades are yellow metal protrusions that resemble fins. Iron Crown's legs are connected by four legs armor parts. The lower legs have a luminous v-shape brand connecting to light armor and metal hooves.Discovered in Area Zero, it is unknown what kind of Pokémon Iron Crown actually is. It resembles a mysterious object introduced in Occulture as a cutting-edge weapon shaped like a Cobalion. There was supposedly an incident in which it launched shining blades from its distinctive horns to mow down everything around it to pieces, though little else is known about it."
terapagos,"Terapagos is a reptilian Pokémon that resembles a light-blue turtle. Terapagos has two light blue eyes with rouge rimming, while the rest of its head is a deeper shade of indigo. Its head is also decorated with small diamond protrusions, with two on top of its head and two more on either side. It has two small hands with three fingers each that barely poke out of its fur. Its fur is voluminous, its color varying with a gradient between a greenish yellow and sky blue. A second patch of fur also appears behind its shell, vaguely forming three separate tails.Terapagoss shell is made out of crystal, with 18 irregular pentagons on top decorated with differently colored symbols that resemble all 18 type icons, which regularly morph back and forth to abstract shapes. On the center of its shell is a small hexagonal protrusion, with a white hexagon on top of it with triangular extensions on each corner that connects it to the edges of the protrusion, slightly resembling the icon for the Terastal Phenomenon. The sides of its shell also have three obtuse pentagons each on the rim of the shell; however, these are a solid light blue color.Terapagos transforms into Terastal form when it is either in danger or about to battle. It can use the Terastal energy created within its body to produce crystals on its exterior, with these crystals, Terapagos clads itself in a larger, sturdier shell, thus entering its Terastal Form. In the anime, Terapagoss transformation in its Terastal Form is shown in more detail; Terapagos absorbs and crystallizes the energy around itself, causing its shell to grow and reshape itself, covering most of its body, leaving only its front feet, head and tail out, then the ring rubs on its neck and legs turn into fur that grow around its head into a mane and then around its tail into three, new, furry tails. The shell allows Terapagos to absorb energy and store it within itself. When using beam-like attacks, Terapagos pulls its hands and head into its shell, transforms its mane into a shape that resembles its 3 tails, flies up in the air, and shoots the attack from the diamond in the center of its shell. Terstal Form Terapagos’s shell has the powers of every type. When Terapagos absorbs enough Terastal energy or is Terastallized by a Tera Orb, it will transform into its Stellar Form, which has the Stellar Tera Type. In this form, it was known as The Indigo Disk due to its colors and shape.Heath is the one who coined Terapagoss name and discovered it. Professor Sada/Professor Turo did research on this Pokémon while in Area Zero. The Area Zero journals and the Scarlet BookS/Violet BookV describe Terapagos, implying that this Pokémon is responsible for the Terastal Phenomenon; this is ultimately confirmed to be the case in the Pokédex. Many for a long time believed Terapagos was fake and that Heath made it up, but Briar proved its existence by writing her own book, explaining the expedition she, Carmine, Kieran and the player had, which featured Terapagos.Terapagos is capable of temporarily bringing people from other timelines to its world as seen with a Professor Sada/Professor Turo, who was brought to Kitakami thanks to the gems in the bottom of the Crystal Pool. The Terastal energy it produces can be used to power up AI-powered robots and time machines, capable of bringing Paradox Pokémon from either the ancient past and the distant future or different timelines to the present era, its currently unknown from where Paradox Pokémon are brought from. Terapagos can give a Tera Orb the ability to Terastallize Pokémon with no charging drawbacks. Terapagos is the source and creator of the Stellar type. Unlike other Pokémon, it always receives the full benefits of the Stellar Tera Type, even outside of Tera Raid Battles.",unknown category,unknown type,unknown height,0.0,https://pokeapi.co/api/v2/pokemon-species/1024/,"Terapagos is a reptilian Pokémon that resembles a light-blue turtle. Terapagos has two light blue eyes with rouge rimming, while the rest of its head is a deeper shade of indigo. Its head is also decorated with small diamond protrusions, with two on top of its head and two more on either side. It has two small hands with three fingers each that barely poke out of its fur. Its fur is voluminous, its color varying with a gradient between a greenish yellow and sky blue. A second patch of fur also appears behind its shell, vaguely forming three separate tails.Terapagoss shell is made out of crystal, with 18 irregular pentagons on top decorated with differently colored symbols that resemble all 18 type icons, which regularly morph back and forth to abstract shapes. On the center of its shell is a small hexagonal protrusion, with a white hexagon on top of it with triangular extensions on each corner that connects it to the edges of the protrusion, slightly resembling the icon for the Terastal Phenomenon. The sides of its shell also have three obtuse pentagons each on the rim of the shell; however, these are a solid light blue color.Terapagos transforms into Terastal form when it is either in danger or about to battle. It can use the Terastal energy created within its body to produce crystals on its exterior, with these crystals, Terapagos clads itself in a larger, sturdier shell, thus entering its Terastal Form. In the anime, Terapagoss transformation in its Terastal Form is shown in more detail; Terapagos absorbs and crystallizes the energy around itself, causing its shell to grow and reshape itself, covering most of its body, leaving only its front feet, head and tail out, then the ring rubs on its neck and legs turn into fur that grow around its head into a mane and then around its tail into three, new, furry tails. The shell allows Terapagos to absorb energy and store it within itself. When using beam-like attacks, Terapagos pulls its hands and head into its shell, transforms its mane into a shape that resembles its 3 tails, flies up in the air, and shoots the attack from the diamond in the center of its shell. Terstal Form Terapagos’s shell has the powers of every type. When Terapagos absorbs enough Terastal energy or is Terastallized by a Tera Orb, it will transform into its Stellar Form, which has the Stellar Tera Type. In this form, it was known as The Indigo Disk due to its colors and shape.Heath is the one who coined Terapagoss name and discovered it. Professor Sada/Professor Turo did research on this Pokémon while in Area Zero. The Area Zero journals and the Scarlet BookS/Violet BookV describe Terapagos, implying that this Pokémon is responsible for the Terastal Phenomenon; this is ultimately confirmed to be the case in the Pokédex. Many for a long time believed Terapagos was fake and that Heath made it up, but Briar proved its existence by writing her own book, explaining the expedition she, Carmine, Kieran and the player had, which featured Terapagos.Terapagos is capable of temporarily bringing people from other timelines to its world as seen with a Professor Sada/Professor Turo, who was brought to Kitakami thanks to the gems in the bottom of the Crystal Pool. The Terastal energy it produces can be used to power up AI-powered robots and time machines, capable of bringing Paradox Pokémon from either the ancient past and the distant future or different timelines to the present era, its currently unknown from where Paradox Pokémon are brought from. Terapagos can give a Tera Orb the ability to Terastallize Pokémon with no charging drawbacks. Terapagos is the source and creator of the Stellar type. Unlike other Pokémon, it always receives the full benefits of the Stellar Tera Type, even outside of Tera Raid Battles.Terapagos is a reptilian Pokémon that resembles a light-blue turtle. Terapagos has two light blue eyes with rouge rimming, while the rest of its head is a deeper shade of indigo. Its head is also decorated with small diamond protrusions, with two on top of its head and two more on either side. It has two small hands with three fingers each that barely poke out of its fur. Its fur is voluminous, its color varying with a gradient between a greenish yellow and sky blue. A second patch of fur also appears behind its shell, vaguely forming three separate tails.Terapagos's shell is made out of crystal, with 18 irregular pentagons on top decorated with differently colored symbols that resemble all 18 type icons, which regularly morph back and forth to abstract shapes. On the center of its shell is a small hexagonal protrusion, with a white hexagon on top of it with triangular extensions on each corner that connects it to the edges of the protrusion, slightly resembling the icon for the Terastal Phenomenon. The sides of its shell also have three obtuse pentagons each on the rim of the shell; however, these are a solid light blue color.Terapagos transforms into Terastal form when it is either in danger or about to battle. It can use the Terastal energy created within its body to produce crystals on its exterior, with these crystals, Terapagos clads itself in a larger, sturdier shell, thus entering its Terastal Form. In the anime, Terapagos's transformation in its Terastal Form is shown in more detail; Terapagos absorbs and crystallizes the energy around itself, causing its shell to grow and reshape itself, covering most of its body, leaving only its front feet, head and tail out, then the ring rubs on its neck and legs turn into fur that grow around its head into a mane and then around its tail into three, new, furry tails. The shell allows Terapagos to absorb energy and store it within itself. When using beam-like attacks, Terapagos pulls its hands and head into its shell, transforms its mane into a shape that resembles its 3 tails, flies up in the air, and shoots the attack from the diamond in the center of its shell. Terstal Form Terapagos’s shell has the powers of every type. When Terapagos absorbs enough Terastal energy or is Terastallized by a Tera Orb, it will transform into its Stellar Form, which has the Stellar Tera Type. In this form, it was known as The Indigo Disk due to its colors and shape.Heath is the one who coined Terapagos's name and discovered it. Professor Sada/Professor Turo did research on this Pokémon while in Area Zero. The Area Zero journals and the Scarlet BookS/Violet BookV describe Terapagos, implying that this Pokémon is responsible for the Terastal Phenomenon; this is ultimately confirmed to be the case in the Pokédex. Many for a long time believed Terapagos was fake and that Heath made it up, but Briar proved its existence by writing her own book, explaining the expedition she, Carmine, Kieran and the player had, which featured Terapagos.Terapagos is capable of temporarily bringing people from other timelines to its world as seen with a Professor Sada/Professor Turo, who was brought to Kitakami thanks to the gems in the bottom of the Crystal Pool. The Terastal energy it produces can be used to power up AI-powered robots and time machines, capable of bringing Paradox Pokémon from either the ancient past and the distant future or different timelines to the present era, it's currently unknown from where Paradox Pokémon are brought from. Terapagos can give a Tera Orb the ability to Terastallize Pokémon with no charging drawbacks. Terapagos is the source and creator of the Stellar type. Unlike other Pokémon, it always receives the full benefits of the Stellar Tera Type, even outside of Tera Raid Battles."
